frame_idx,timestamp_s,pose_label,category,karate_terms,n_persons,focal_length_px,head_x,head_y,head_z,spine_x,spine_y,spine_z,hip_l_x,hip_l_y,hip_l_z,hip_r_x,hip_r_y,hip_r_z,lfoot_x,lfoot_y,lfoot_z,rfoot_x,rfoot_y,rfoot_z
714,29.75,,music,,1,870.7,-0.1181,-1.5981,0.0351,-0.085,-1.6138,-0.1121,-0.183,-0.6177,-0.3081,-0.1493,-0.6434,0.3478,0.0395,-0.2403,-0.3826,-0.1117,-0.2814,0.5778
720,30.0,,music,,1,892.9,-0.1289,-1.5953,0.0569,-0.1024,-1.6116,-0.092,-0.1907,-0.6129,-0.2908,-0.1381,-0.6482,0.351,0.0314,-0.2423,-0.3753,-0.1001,-0.2908,0.5873
726,30.25,,music,,1,904.0,-0.1309,-1.5906,0.0005,-0.0927,-1.6071,-0.1475,-0.1783,-0.5988,-0.298,-0.1358,-0.6557,0.3685,0.0584,-0.2287,-0.3864,-0.0907,-0.2934,0.5961
732,30.5,,music,,1,860.9,-0.1442,-1.5945,-0.0301,-0.0839,-1.6053,-0.1707,-0.1587,-0.5865,-0.2962,-0.1445,-0.6279,0.3439,0.0799,-0.2132,-0.3734,-0.0989,-0.2709,0.57
738,30.75,,music,,1,862.1,-0.145,-1.5906,-0.0393,-0.0907,-1.6013,-0.1824,-0.1638,-0.5795,-0.2891,-0.14,-0.6238,0.343,0.0812,-0.2055,-0.349,-0.0852,-0.2591,0.5715
744,31.0,,music,,1,854.7,-0.1454,-1.5873,-0.0488,-0.077,-1.5956,-0.1852,-0.1518,-0.5725,-0.2884,-0.1358,-0.6218,0.3477,0.092,-0.1986,-0.367,-0.0908,-0.2641,0.5711
750,31.25,,music,,1,836.5,-0.1399,-1.5985,-0.0261,-0.0898,-1.6042,-0.1709,-0.1552,-0.5764,-0.2942,-0.1309,-0.6182,0.3474,0.0896,-0.2037,-0.3633,-0.0888,-0.2606,0.5782
756,31.5,,music,,1,869.5,-0.1698,-1.5972,0.0488,-0.1492,-1.6051,-0.1027,-0.1938,-0.5283,-0.1501,-0.0818,-0.6647,0.384,0.0446,-0.1882,-0.2819,-0.0979,-0.2904,0.6315
762,31.75,,music,,1,871.4,-0.1221,-1.6106,0.0827,-0.1547,-1.6051,-0.0652,-0.2077,-0.511,-0.0232,0.0228,-0.6106,0.323,-0.031,-0.3604,-0.3691,0.0351,-0.2321,0.3067
768,32.0,,music,,1,845.5,-0.0067,-1.6249,0.0652,-0.0712,-1.6169,-0.0729,-0.0795,-0.7303,0.4038,0.1955,-0.5434,0.1734,-0.205,-0.3321,0.4508,0.1791,-0.2125,0.0719
774,32.25,,music,,1,816.4,0.0192,-1.6065,0.0343,-0.0863,-1.6052,-0.0765,-0.1667,-0.6518,0.3624,0.2193,-0.505,0.0312,-0.2733,-0.2159,0.3656,0.306,-0.1351,-0.0762
780,32.5,,music,,1,843.9,0.0387,-1.6177,0.0233,-0.0727,-1.6176,-0.0798,-0.1621,-0.6507,0.3479,0.1983,-0.5128,0.0141,-0.269,-0.2283,0.3476,0.2991,-0.1486,-0.0695
786,32.75,,music,,1,782.6,0.056,-1.6214,0.0508,-0.057,-1.6259,-0.0515,-0.1564,-0.6216,0.3224,0.1956,-0.508,-0.0102,-0.3047,-0.2206,0.2589,0.2688,-0.1436,-0.1778
792,33.0,,music,,1,777.0,0.0586,-1.6216,0.0952,-0.0442,-1.6276,-0.0174,-0.2019,-0.6184,0.2895,0.3068,-0.6135,0.1453,-0.4126,-0.2828,0.1527,0.4708,-0.2978,-0.0531
798,33.25,,music,,1,818.9,-0.2377,-1.5603,0.1178,-0.2,-1.5782,-0.0295,-0.3234,-0.6304,0.182,0.0465,-0.5889,0.2948,-0.2535,-0.288,-0.0366,0.0553,-0.2361,0.2728
804,33.5,,music,,1,875.6,-0.2149,-1.514,-0.2086,-0.0808,-1.5713,-0.1717,0.2343,-0.5997,-0.2213,-0.3121,-0.6178,0.0712,0.5891,-0.3715,-0.2445,-0.3655,-0.2259,0.0534
810,33.75,,music,,1,835.4,-0.0538,-1.5112,-0.2985,0.0446,-1.5792,-0.2061,0.2925,-0.6443,-0.2641,-0.372,-0.6661,-0.2094,0.443,-0.3043,-0.0291,-0.5583,-0.2967,-0.1577
816,34.0,,music,,1,878.5,0.085,-1.4899,-0.3351,0.1597,-1.5561,-0.2216,0.3245,-0.6341,-0.2126,-0.385,-0.7039,-0.2252,0.5064,-0.3119,0.0163,-0.5124,-0.3214,-0.1704
822,34.25,,music,,1,905.2,0.1168,-1.5062,-0.3166,0.1633,-1.5606,-0.1854,0.3874,-0.6782,-0.196,-0.3587,-0.6709,-0.2247,0.512,-0.3429,0.0496,-0.5608,-0.3179,-0.2427
828,34.5,,music,,1,869.1,0.0494,-1.5153,-0.2995,0.1076,-1.574,-0.1752,0.3726,-0.6642,-0.199,-0.3606,-0.6704,-0.2079,0.4979,-0.3399,0.0561,-0.5214,-0.3128,-0.1998
834,34.75,,music,,1,922.7,0.0197,-1.5225,-0.2962,0.091,-1.58,-0.1781,0.3595,-0.6702,-0.2274,-0.3773,-0.6795,-0.1835,0.4942,-0.3397,0.0136,-0.5457,-0.3188,-0.176
840,35.0,,music,,1,904.0,0.0148,-1.5255,-0.2951,0.093,-1.5811,-0.1802,0.3605,-0.6671,-0.2225,-0.3893,-0.6794,-0.1545,0.4943,-0.3434,0.0279,-0.5568,-0.3153,-0.1381
846,35.25,,music,,1,914.2,0.0186,-1.5265,-0.2892,0.0961,-1.5809,-0.1736,0.3589,-0.6713,-0.231,-0.3912,-0.6815,-0.1578,0.4882,-0.3463,0.0213,-0.5612,-0.3181,-0.1386
852,35.5,,music,,1,896.5,0.0226,-1.5289,-0.2878,0.0991,-1.5839,-0.1717,0.3615,-0.6709,-0.2253,-0.3919,-0.6846,-0.1569,0.4895,-0.3454,0.0257,-0.5649,-0.3206,-0.1464
858,35.75,,music,,1,900.7,0.0242,-1.5291,-0.2859,0.0997,-1.583,-0.1684,0.3628,-0.6715,-0.2226,-0.3906,-0.6843,-0.1596,0.4922,-0.3451,0.0272,-0.5633,-0.319,-0.148
864,36.0,,music,,1,850.3,0.0275,-1.5285,-0.288,0.1022,-1.5821,-0.1696,0.3638,-0.6704,-0.2218,-0.3907,-0.6842,-0.1604,0.496,-0.3442,0.0286,-0.5611,-0.3183,-0.1478
870,36.25,,music,,1,878.1,0.0312,-1.5255,-0.2923,0.1043,-1.5803,-0.1735,0.361,-0.6691,-0.2229,-0.3883,-0.683,-0.1601,0.4942,-0.3415,0.0244,-0.5646,-0.3191,-0.1568
876,36.5,,music,,1,870.5,0.0449,-1.5197,-0.3072,0.1162,-1.5758,-0.1878,0.3557,-0.6618,-0.2195,-0.3809,-0.6715,-0.157,0.4737,-0.3411,0.0411,-0.5737,-0.319,-0.1602
882,36.75,,music,,1,957.3,0.0519,-1.5143,-0.3334,0.1203,-1.5658,-0.2093,0.2936,-0.6301,-0.2367,-0.3593,-0.6438,-0.1583,0.3385,-0.3303,0.0665,-0.6742,-0.3234,-0.2349
888,37.0,,music,,1,862.1,0.0653,-1.5224,-0.3215,0.1381,-1.579,-0.2007,0.204,-0.5973,-0.2539,-0.2449,-0.6094,-0.2526,0.2406,-0.2914,0.0417,-0.5139,-0.2919,-0.2214
894,37.25,,music,,1,953.1,0.0454,-1.5365,-0.3117,0.1231,-1.5837,-0.1899,0.2302,-0.5835,-0.2247,-0.2796,-0.5924,-0.1873,0.2935,-0.2616,0.0488,-0.4288,-0.2404,-0.1539
900,37.5,,music,,1,909.9,0.0559,-1.555,-0.2834,0.1277,-1.5962,-0.1549,0.2423,-0.5592,-0.1834,-0.2287,-0.5655,-0.189,0.3839,-0.1931,-0.002,-0.2905,-0.1876,-0.1746
906,37.75,,music,,1,846.8,0.0284,-1.5698,-0.2535,0.1027,-1.6089,-0.125,0.2095,-0.5663,-0.2145,-0.2113,-0.5621,-0.2043,0.2725,-0.1737,-0.0229,-0.264,-0.172,-0.2169
912,38.0,,music,,1,885.5,0.0055,-1.5655,-0.2725,0.0822,-1.605,-0.1454,0.2043,-0.5584,-0.2235,-0.2258,-0.5605,-0.2076,0.2334,-0.1455,-0.0537,-0.2953,-0.1521,-0.2602
918,38.25,,music,,1,864.7,0.0126,-1.5655,-0.2883,0.0889,-1.605,-0.1602,0.2014,-0.5578,-0.2237,-0.2221,-0.5559,-0.2068,0.2226,-0.1399,-0.0625,-0.3046,-0.141,-0.2661
924,38.5,,music,,1,866.0,0.0124,-1.5678,-0.2872,0.092,-1.6023,-0.1586,0.1878,-0.5518,-0.2159,-0.2208,-0.5523,-0.1947,0.2196,-0.1246,-0.0784,-0.3097,-0.1254,-0.2806
930,38.75,,music,,1,829.8,0.0152,-1.5683,-0.2854,0.0924,-1.6033,-0.1553,0.1863,-0.5427,-0.1957,-0.2163,-0.5451,-0.1832,0.2181,-0.1122,-0.0638,-0.3122,-0.1171,-0.2821
936,39.0,,music,,1,842.7,0.0181,-1.5722,-0.2755,0.0944,-1.606,-0.1444,0.1896,-0.547,-0.1985,-0.2143,-0.5471,-0.1871,0.2185,-0.1156,-0.0699,-0.3097,-0.1209,-0.2901
942,39.25,,music,,1,827.3,0.0088,-1.5704,-0.2773,0.0841,-1.6065,-0.1463,0.1897,-0.5452,-0.1969,-0.2148,-0.5444,-0.1818,0.2249,-0.113,-0.0715,-0.3094,-0.1182,-0.291
948,39.5,,music,,1,791.1,0.0176,-1.5668,-0.2834,0.0936,-1.6037,-0.1528,0.2149,-0.5491,-0.1915,-0.1873,-0.5407,-0.1874,0.2888,-0.1177,-0.0841,-0.2296,-0.1122,-0.2819
954,39.75,,music,,1,829.9,0.0262,-1.5604,-0.2973,0.0992,-1.5977,-0.1649,0.1768,-0.5392,-0.189,-0.1563,-0.5269,-0.1639,0.1464,-0.1216,-0.0292,-0.1704,-0.0971,-0.2476
960,40.0,,music,,1,827.7,0.0186,-1.5682,-0.2775,0.0924,-1.604,-0.1451,0.1188,-0.5122,-0.1424,-0.1751,-0.5255,-0.1527,0.0519,-0.0839,-0.0109,-0.2212,-0.0903,-0.2566
966,40.25,,music,,1,808.6,0.0163,-1.5802,-0.2598,0.0911,-1.6075,-0.1267,0.0802,-0.4938,-0.0842,-0.1604,-0.5136,-0.1245,0.0117,-0.0613,0.0307,-0.2035,-0.072,-0.2286
972,40.5,,music,,1,775.0,0.012,-1.5734,-0.2635,0.0884,-1.6027,-0.1328,0.0699,-0.4865,-0.0115,-0.1028,-0.4891,-0.0218,0.0174,-0.0533,0.1108,-0.1297,-0.0594,-0.1104
978,40.75,,music,,1,812.9,0.0126,-1.5665,-0.268,0.089,-1.5993,-0.1384,0.0715,-0.4878,-0.0002,-0.0982,-0.4892,-0.0169,0.0264,-0.0534,0.1194,-0.121,-0.0589,-0.1043
984,41.0,,music,,1,793.7,0.0112,-1.5491,-0.2877,0.0879,-1.5941,-0.162,0.0719,-0.4878,-0.007,-0.0956,-0.4885,-0.0179,0.025,-0.053,0.1073,-0.1178,-0.059,-0.1125
990,41.25,,music,,1,818.7,0.0166,-1.4776,-0.3497,0.095,-1.5589,-0.2459,0.0704,-0.4877,-0.0271,-0.0918,-0.4906,-0.037,0.0282,-0.0546,0.0661,-0.1138,-0.06,-0.1598
996,41.5,,music,,1,837.1,0.0235,-1.364,-0.4476,0.1003,-1.4747,-0.375,0.0774,-0.4901,-0.0702,-0.0914,-0.4913,-0.0668,0.0272,-0.0573,0.0048,-0.1105,-0.0599,-0.2011
1002,41.75,,music,,1,815.6,0.0248,-1.2527,-0.5374,0.1046,-1.3716,-0.481,0.0769,-0.4976,-0.1141,-0.0977,-0.5043,-0.1257,0.0279,-0.0601,-0.0742,-0.1105,-0.0709,-0.291
1008,42.0,,music,,1,777.1,0.0361,-1.1979,-0.5675,0.1154,-1.3209,-0.517,0.0816,-0.5002,-0.1312,-0.0937,-0.504,-0.1352,0.0381,-0.0562,-0.1181,-0.1004,-0.0629,-0.3274
1014,42.25,,music,,1,809.3,0.0347,-1.1953,-0.5687,0.1157,-1.3165,-0.5189,0.0843,-0.5031,-0.1358,-0.093,-0.5077,-0.1435,0.0367,-0.0617,-0.1206,-0.0968,-0.0717,-0.3296
1020,42.5,,music,,1,782.4,0.024,-1.2209,-0.563,0.1058,-1.3398,-0.5089,0.081,-0.5009,-0.1362,-0.094,-0.5053,-0.1404,0.032,-0.0594,-0.1171,-0.1026,-0.0721,-0.3259
1026,42.75,,music,,1,788.4,0.0175,-1.3179,-0.5101,0.0965,-1.4267,-0.4366,0.0799,-0.4976,-0.1157,-0.0955,-0.5015,-0.1209,0.029,-0.0611,-0.0782,-0.106,-0.0729,-0.2851
1032,43.0,,music,,1,784.7,0.0109,-1.4358,-0.427,0.0857,-1.521,-0.3244,0.0787,-0.4925,-0.0787,-0.0923,-0.4928,-0.0748,0.0277,-0.0584,-0.0168,-0.1086,-0.0658,-0.2186
1038,43.25,,music,,1,764.8,0.0083,-1.5094,-0.3533,0.0822,-1.5703,-0.2346,0.0735,-0.4826,-0.0373,-0.0916,-0.4841,-0.0341,0.0286,-0.0447,0.0508,-0.1073,-0.0531,-0.1596
1044,43.5,,music,,1,1084.0,-0.0922,-1.5934,-0.1576,0.0451,-1.6107,-0.0928,0.0643,-0.4969,-0.0351,-0.077,-0.4938,0.0412,0.0999,-0.0659,0.0516,-0.1452,-0.0591,-0.0157
1050,43.75,,music,,1,1069.8,-0.0847,-1.5926,-0.1611,0.0518,-1.6085,-0.0939,0.0629,-0.4967,-0.0311,-0.0794,-0.4938,0.043,0.0962,-0.0641,0.0561,-0.1471,-0.0561,-0.0075
1056,44.0,,music,,1,1052.1,-0.0811,-1.5935,-0.1474,0.0552,-1.6087,-0.0779,0.0605,-0.4962,-0.04,-0.078,-0.4922,0.0352,0.0969,-0.0629,0.0415,-0.1521,-0.0525,-0.0268
1062,44.25,,music,,1,1059.8,-0.0871,-1.5865,-0.1571,0.0495,-1.6067,-0.0879,0.0542,-0.4965,-0.05,-0.0757,-0.4946,0.0452,0.0942,-0.0614,0.0349,-0.1501,-0.0565,-0.0138
1068,44.5,,music,,1,1077.0,-0.1014,-1.5788,-0.1682,0.0353,-1.6036,-0.0975,0.0563,-0.53,-0.2074,-0.1,-0.5028,-0.0052,0.1652,-0.1095,-0.1356,-0.1701,-0.0689,-0.0897
1074,44.75,,music,,1,1065.4,-0.0911,-1.5782,-0.17,0.0505,-1.6101,-0.1152,0.0801,-0.5108,-0.1233,-0.1128,-0.5102,0.047,0.1878,-0.0937,-0.0544,-0.2095,-0.0797,0.0232
1080,45.0,,music,,1,1075.1,-0.1071,-1.5623,-0.1877,0.0321,-1.6075,-0.1412,0.0436,-0.5168,-0.1805,-0.2399,-0.5465,-0.0119,0.1263,-0.0926,-0.1189,-0.2936,-0.0787,-0.0077
1086,45.25,,music,,1,1074.9,-0.0965,-1.5685,-0.197,0.043,-1.606,-0.1433,0.0641,-0.5134,-0.1605,-0.219,-0.5372,0.0455,0.1506,-0.0939,-0.1084,-0.3918,-0.0844,0.0392
1092,45.5,,music,,1,1072.3,-0.0667,-1.5737,-0.1934,0.0705,-1.6113,-0.134,0.0908,-0.5205,-0.185,-0.1736,-0.5204,0.0724,0.2441,-0.1155,-0.1419,-0.3227,-0.0929,0.0536
1098,45.75,,music,,1,1069.6,-0.0804,-1.5761,-0.1866,0.0562,-1.6071,-0.1231,0.1142,-0.5198,-0.1584,-0.1521,-0.5166,0.087,0.2706,-0.1138,-0.1302,-0.2989,-0.094,0.0672
1104,46.0,,music,,1,1083.8,-0.075,-1.5766,-0.171,0.0617,-1.6052,-0.1072,0.1256,-0.5165,-0.1354,-0.1362,-0.5139,0.0992,0.2826,-0.1072,-0.1026,-0.2774,-0.0919,0.0826
1110,46.25,,music,,1,1092.8,-0.0643,-1.5842,-0.1651,0.0716,-1.6101,-0.0958,0.1331,-0.5155,-0.1296,-0.1295,-0.5113,0.0951,0.2865,-0.1056,-0.0997,-0.2641,-0.0884,0.0769
1116,46.5,,music,,1,1065.1,-0.0644,-1.5845,-0.1567,0.072,-1.609,-0.0879,0.1296,-0.5169,-0.1315,-0.1258,-0.5115,0.0936,0.2798,-0.107,-0.1008,-0.2589,-0.0895,0.0782
1122,46.75,,music,,1,1063.2,-0.0648,-1.5847,-0.158,0.0735,-1.6075,-0.0944,0.1266,-0.5138,-0.1241,-0.125,-0.5108,0.0976,0.2727,-0.1009,-0.0799,-0.2601,-0.0884,0.0945
1128,47.0,,music,,1,1074.2,-0.066,-1.5851,-0.1587,0.073,-1.6065,-0.0966,0.124,-0.5126,-0.127,-0.1264,-0.5095,0.0951,0.268,-0.0981,-0.086,-0.2669,-0.0876,0.0892
1134,47.25,,music,,1,1081.7,-0.0702,-1.5853,-0.1564,0.0689,-1.6071,-0.0944,0.118,-0.5135,-0.1373,-0.1328,-0.5095,0.0912,0.2581,-0.0975,-0.1012,-0.2792,-0.0878,0.0845
1140,47.5,,music,,1,1071.9,-0.0687,-1.5838,-0.1606,0.0695,-1.606,-0.0969,0.1135,-0.5131,-0.1405,-0.1381,-0.5098,0.0847,0.2494,-0.0961,-0.1062,-0.2879,-0.0882,0.0741
1146,47.75,,music,,1,1078.0,-0.0666,-1.5803,-0.1655,0.0709,-1.6035,-0.1008,0.111,-0.5113,-0.1389,-0.1425,-0.5095,0.081,0.2436,-0.0919,-0.1019,-0.2953,-0.0845,0.0676
1152,48.0,,music,,1,1054.7,-0.0635,-1.5829,-0.1604,0.0737,-1.6072,-0.0938,0.1116,-0.5087,-0.1443,-0.1432,-0.505,0.0745,0.2437,-0.0874,-0.1167,-0.2953,-0.0777,0.0493
1158,48.25,,music,,1,1064.6,-0.061,-1.5823,-0.1583,0.076,-1.607,-0.0912,0.113,-0.509,-0.1424,-0.1425,-0.5053,0.0746,0.2449,-0.0878,-0.1167,-0.2942,-0.0788,0.0491
1164,48.5,,music,,1,1066.5,-0.0603,-1.5814,-0.1595,0.076,-1.6072,-0.091,0.1126,-0.512,-0.1467,-0.1432,-0.5076,0.073,0.246,-0.0929,-0.1202,-0.292,-0.0825,0.0479
1170,48.75,,music,,1,1065.5,-0.0583,-1.5814,-0.1529,0.08,-1.6063,-0.0905,0.1113,-0.5153,-0.1553,-0.1447,-0.5097,0.0744,0.2484,-0.0971,-0.1259,-0.2906,-0.0849,0.0579
1176,49.0,,music,,1,1077.0,-0.0539,-1.5768,-0.1515,0.0842,-1.6057,-0.0879,0.1125,-0.5141,-0.1507,-0.1459,-0.5099,0.0723,0.2493,-0.0966,-0.1223,-0.2883,-0.0841,0.0526
1182,49.25,,music,,1,1078.8,-0.0594,-1.5835,-0.1551,0.0785,-1.6057,-0.0905,0.1094,-0.5116,-0.1442,-0.1467,-0.509,0.0768,0.2426,-0.0916,-0.1056,-0.2965,-0.0832,0.0617
1188,49.5,,music,,1,1067.1,-0.0549,-1.5834,-0.1561,0.0808,-1.6056,-0.0854,0.1086,-0.5128,-0.1485,-0.1466,-0.5086,0.0711,0.2403,-0.0939,-0.1157,-0.296,-0.0831,0.047
1194,49.75,,music,,1,1064.4,-0.0555,-1.5833,-0.1569,0.0807,-1.6049,-0.0872,0.1086,-0.5133,-0.1484,-0.1466,-0.5094,0.0717,0.2403,-0.0943,-0.1181,-0.2952,-0.084,0.0493
1200,50.0,,music,,1,1068.1,-0.0592,-1.5829,-0.1581,0.0783,-1.6039,-0.0925,0.1089,-0.5134,-0.1469,-0.1461,-0.51,0.0751,0.2409,-0.0937,-0.1112,-0.298,-0.0846,0.058
1206,50.25,,music,,1,1074.3,-0.0561,-1.5833,-0.1601,0.081,-1.6039,-0.0932,0.1083,-0.5138,-0.149,-0.148,-0.5104,0.0725,0.2409,-0.094,-0.1133,-0.2984,-0.0845,0.055
1212,50.5,,music,,1,1076.5,-0.0557,-1.5775,-0.1662,0.0771,-1.6042,-0.0916,0.1018,-0.5165,-0.1682,-0.1616,-0.5114,0.0543,0.2339,-0.0971,-0.1416,-0.3002,-0.086,0.0294
1218,50.75,,music,,1,1073.3,-0.0169,-1.5549,-0.2464,0.0693,-1.5998,-0.1272,0.1673,-0.6401,-0.3462,-0.2668,-0.5655,-0.12,0.2086,-0.2095,-0.2399,-0.3134,-0.1758,-0.0577
1224,51.0,,music,,1,1052.9,0.0398,-1.5425,-0.2517,0.0783,-1.5833,-0.111,0.3035,-0.7304,-0.3287,-0.3461,-0.6185,-0.1169,0.4769,-0.3358,-0.2994,-0.3677,-0.3013,0.0689
1230,51.25,,music,,1,1063.6,0.025,-1.5502,-0.2538,0.0776,-1.5906,-0.119,0.3263,-0.7257,-0.3198,-0.3826,-0.633,-0.0664,0.4835,-0.3245,-0.2736,-0.3898,-0.3085,0.1033
1236,51.5,,music,,1,1079.3,0.0429,-1.5474,-0.2581,0.0889,-1.5896,-0.1213,0.3309,-0.7149,-0.3051,-0.3641,-0.615,-0.0723,0.4861,-0.3125,-0.261,-0.3853,-0.2978,0.1013
1242,51.75,,music,,1,1073.8,0.0743,-1.5382,-0.3095,0.0981,-1.584,-0.1651,0.3181,-0.6837,-0.2676,-0.3154,-0.5997,-0.1338,0.3409,-0.2561,-0.175,-0.5009,-0.2753,0.0173
1248,52.0,,music,,1,1059.2,0.1426,-1.561,-0.2206,0.1213,-1.6142,-0.079,0.2709,-0.6344,-0.1916,0.0048,-0.5784,-0.3011,0.1747,-0.2253,-0.071,-0.0649,-0.218,-0.1787
1254,52.25,,music,,1,1009.5,0.1339,-1.5614,-0.1502,0.0909,-1.6249,-0.0178,0.2307,-0.5478,-0.0336,0.1417,-0.5527,-0.2103,0.103,-0.1409,0.0504,0.2193,-0.1345,-0.236
1260,52.5,,music,,1,1068.5,0.1219,-1.5661,-0.1761,0.0788,-1.6253,-0.0418,0.1744,-0.5203,-0.0099,0.0422,-0.5076,-0.0873,0.0564,-0.1254,0.099,0.1773,-0.0984,-0.0961
1266,52.75,,music,,1,1030.3,0.0912,-1.5764,-0.1547,0.0486,-1.6313,-0.0171,0.1481,-0.5122,0.0202,0.0058,-0.5023,-0.0413,0.0339,-0.1099,0.1219,0.1526,-0.0843,-0.05
1272,53.0,,music,,1,1037.3,0.0831,-1.579,-0.1586,0.0508,-1.6313,-0.0173,0.1534,-0.5148,0.001,0.0118,-0.505,-0.0606,0.04,-0.1142,0.1061,0.1532,-0.0896,-0.0761
1278,53.25,,music,,1,1046.4,0.0456,-1.5576,-0.2449,0.0751,-1.6225,-0.1085,0.1989,-0.5552,-0.1236,0.0927,-0.5796,-0.2744,0.0634,-0.155,-0.0066,0.0725,-0.1531,-0.2112
1284,53.5,,music,,1,1048.4,-0.101,-1.5117,-0.2509,0.0393,-1.5702,-0.2353,0.2587,-0.6093,-0.2343,-0.304,-0.6341,-0.2113,0.1025,-0.2068,-0.1426,-0.4913,-0.2963,-0.071
1290,53.75,,music,,1,1048.6,-0.1799,-1.5753,-0.0648,-0.0485,-1.609,-0.1359,0.0034,-0.5728,-0.3146,-0.3058,-0.6497,0.2321,0.3251,-0.2689,-0.2736,-0.5806,-0.282,0.4012
1296,54.0,,music,,1,1095.2,-0.1477,-1.5865,-0.0238,-0.0257,-1.6191,-0.1108,0.0464,-0.5802,-0.3303,-0.3168,-0.6417,0.2213,0.3488,-0.2521,-0.3238,-0.5443,-0.2678,0.4033
1302,54.25,,music,,1,1091.3,-0.1459,-1.5927,-0.0106,-0.0297,-1.6266,-0.1047,0.0475,-0.5811,-0.3262,-0.3218,-0.6545,0.224,0.3397,-0.2472,-0.3222,-0.5472,-0.2707,0.3958
1308,54.5,,music,,1,1075.4,-0.169,-1.5849,-0.0035,-0.0622,-1.6164,-0.108,0.0934,-0.5721,-0.3061,-0.3166,-0.6709,0.2476,0.4056,-0.257,-0.3774,-0.452,-0.2549,0.3732
1314,54.75,,music,,1,1094.4,-0.1682,-1.5749,0.0671,-0.1158,-1.6012,-0.0735,-0.1444,-0.5084,-0.0647,-0.2086,-0.6244,0.2447,0.2363,-0.2996,-0.0941,-0.3116,-0.1996,0.3146
1320,55.0,,music,,1,1090.0,-0.1704,-1.5796,0.0603,-0.131,-1.6058,-0.085,-0.2227,-0.5642,0.1165,-0.0825,-0.5704,0.2505,-0.0878,-0.1579,0.0657,-0.1668,-0.1455,0.3272
1326,55.25,,music,,1,1063.2,-0.1411,-1.594,0.0499,-0.1007,-1.6145,-0.0952,-0.1579,-0.5203,0.0496,-0.0117,-0.5266,0.1721,-0.0188,-0.1238,0.0034,-0.1113,-0.1116,0.2779
1332,55.5,,music,,1,1075.0,-0.1053,-1.5982,0.0505,-0.0654,-1.6175,-0.0954,-0.1324,-0.5037,0.0324,0.0132,-0.5102,0.1418,0.0107,-0.0951,-0.0124,-0.0857,-0.0841,0.25
1338,55.75,,music,,1,1086.7,-0.1204,-1.5973,0.0407,-0.0625,-1.6153,-0.0994,-0.1334,-0.5095,0.0443,0.0099,-0.5178,0.1582,0.0217,-0.1102,-0.0028,-0.0796,-0.0947,0.259
1344,56.0,,music,,1,1070.5,-0.1625,-1.5809,-0.0055,-0.0373,-1.6058,-0.0883,-0.3183,-0.6007,0.0266,-0.0299,-0.5712,0.2844,-0.0928,-0.2523,-0.0379,-0.0733,-0.1749,0.3732
1350,56.25,,music,,1,1081.8,-0.1519,-1.5762,-0.0452,-0.0118,-1.6038,-0.0966,-0.268,-0.6373,-0.2413,-0.0581,-0.606,0.3234,-0.31,-0.2496,-0.392,0.0202,-0.2366,0.4643
1356,56.5,,music,,1,1073.5,-0.1691,-1.5672,-0.1529,-0.0194,-1.594,-0.1564,-0.2806,-0.6637,-0.261,-0.0319,-0.6094,0.3427,-0.3032,-0.248,-0.3598,0.076,-0.2551,0.5061
1362,56.75,,music,,1,1035.0,-0.1723,-1.5621,-0.1589,-0.0244,-1.5895,-0.1775,-0.2941,-0.6602,-0.2506,-0.011,-0.5996,0.338,-0.3181,-0.2396,-0.3478,0.1071,-0.2473,0.4965
1368,57.0,,music,,1,1020.0,-0.1888,-1.5575,-0.1874,-0.0389,-1.5848,-0.192,-0.304,-0.6692,-0.2382,0.0495,-0.5866,0.3134,-0.2271,-0.2429,-0.2568,0.1892,-0.2578,0.495
1374,57.25,,music,,1,1017.5,-0.1893,-1.5697,-0.1861,-0.0383,-1.592,-0.1771,-0.2405,-0.5714,-0.1168,-0.0923,-0.5563,0.2573,0.0319,-0.2541,-0.0321,0.1878,-0.2399,0.4435
1380,57.5,,music,,1,1046.4,-0.1193,-1.5456,-0.2339,0.0261,-1.5773,-0.2144,0.1884,-0.5793,-0.2721,-0.3282,-0.6619,-0.1882,0.2338,-0.3119,0.0783,-0.6057,-0.2842,-0.3759
1386,57.75,,music,,1,1033.5,-0.0925,-1.5404,-0.213,0.0526,-1.586,-0.206,0.2541,-0.5443,-0.0844,-0.3744,-0.6847,-0.1117,0.4795,-0.3152,0.2122,-0.5158,-0.2421,-0.1985
1392,58.0,,music,,1,1034.1,-0.1091,-1.5456,-0.2268,0.0373,-1.5825,-0.2194,0.2783,-0.5552,-0.0646,-0.3823,-0.682,-0.0968,0.5242,-0.3156,0.2141,-0.5101,-0.2446,-0.1464
1398,58.25,,music,,1,999.8,-0.1487,-1.5297,-0.2624,-0.0033,-1.57,-0.2573,0.277,-0.5538,-0.0527,-0.358,-0.6646,-0.1148,0.5321,-0.314,0.2003,-0.4531,-0.2605,-0.1499
1404,58.5,,music,,1,986.5,0.1021,-1.4796,-0.3711,0.1561,-1.5498,-0.2452,0.3717,-0.6553,-0.0677,0.0436,-0.5282,-0.2209,0.5537,-0.3103,0.0914,-0.0667,-0.1836,-0.1151
